Unnamed: 0,C3L-02610,C3N-01998,C3L-01637,C3L-02606,C3N-00436,C3L-00819,C3N-00518,C3L-00102,C3N-00517,C3L-00640,C3N-01011,C3L-03123,C3N-02768,C3L-02809,C3N-02589,C3N-03780,C3N-03440,C3N-02010,C3L-04072,C3N-03069,C3L-02899
circ_chr10_21713772_21727928_MLLT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_21882282_21920963_DNAJC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_21904522_21929141_DNAJC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_22591629_22609717_PIP4K2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_24527936_24536893_KIAA1217,0.0,0.0,0.0,6.17372709890289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_26500819_26503274_APBB1IP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_26500819_26513660_APBB1IP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_27142387_27145590_YME1L1,0.0,3.64616265715789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84197311892718,0.0,0.0,5.20359271420771,4.68088692071969,4.75915583380027,0.0,0.0,0.0,0.0,0.0,4.80992886572143
circ_chr10_27532507_27533994_RAB18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_28583399_28596041_WAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82642137199581,0.0,0.0
circ_chr10_29512735_29531288_SVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_3118782_3120044_PFKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_31373018_31387266_ZEB1,0.0,4.55213110825378,0.0,0.0,0.0,4.37155886261196,0.0,0.0,0.0,5.14445431392619,0.0,0.0,5.16952419715,0.0,4.76181714250714,0.0,0.0,0.0,0.0,0.0,4.78764141448333
circ_chr10_31373018_31387798_ZEB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_31373018_31461237_ZEB1,4.73498052343589,7.02081330425245,5.99887245399428,5.97246290720214,6.54194842533373,6.66519377274042,7.12732374386753,6.09740010731741,6.21742461381398,6.46336088581666,6.27724089833207,0.0,7.15380533607904,7.44865321438125,6.68551972150409,0.0,0.0,0.0,0.0,0.0,7.40377898395031
circ_chr10_31373018_31502509_ZEB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_31373122_31461237_ZEB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_31461037_31461237_ZEB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_31461037_31502509_ZEB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_31861395_31861658_ARHGAP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_31908172_31910563_ARHGAP12,9.33503298658685,9.66650807478045,9.72384862759407,9.71087529578098,9.84257034549003,9.38154295118458,10.0778171208959,9.82924704292121,10.2304888451403,9.64724254570919,10.0691140617739,9.1106920972463,9.80233864257986,9.59531343492277,10.3639595068907,9.54461675353924,9.07234701573625,9.64295422348033,9.6444151258162,9.52870804962704,9.20950210450299
circ_chr10_32019858_32021287_KIF5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_32034690_32037607_KIF5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_32038163_32040457_KIF5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_32451592_32474023_CCDC7,0.0,6.71520699390357,0.0,0.0,0.0,6.13113671915845,6.69083609791913,6.3231899010884,0.0,6.36806987653208,5.82731094394967,0.0,7.09307418191462,6.43879185257826,6.7771566660045,0.0,0.0,0.0,5.86220339905322,0.0,6.36981542428391
circ_chr10_32543300_32584304_CCDC7,5.7967534769737,7.87270565743652,6.48526580311283,6.81403764753998,6.52512925120397,7.20974577417791,7.95314881283225,6.90616906769106,6.49121175600309,8.45224124043082,7.41354331099776,6.31124879044183,6.6202931499486,8.16907315918305,7.58398534510866,5.97933944567821,0.0,6.55750199425594,7.25870735219683,6.26959425168337,7.59723318908613
circ_chr10_32543300_32635158_CCDC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_32543300_32686080_CCDC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_32565558_32584304_CCDC7,5.06004738366994,6.3403842354554,5.55918586578773,5.20124177119825,4.87627136055013,5.94392132655349,5.93498820178348,5.99050111136325,5.8499992594661,0.0,6.18784690943958,0.0,6.23054888663476,6.75568877685271,5.74604398299834,5.74550626586916,0.0,6.75702324650746,4.89917563048051,0.0,6.59215800212536
circ_chr10_32565558_32635158_CCDC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_32685970_32729457_CCDC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_34269657_34284245_PARD3,5.46139758992616,5.74765593293239,5.62643913669732,5.656782364219,6.03804103701151,5.53791724903408,5.59842476052772,0.0,5.6167693662935,5.63691458035588,5.62058641045188,6.02236781302845,6.06565847093199,6.05658352836637,6.4520352735462,0.0,5.42559357765306,6.15198055115892,6.28002835661061,5.6055535954944,5.76712507726907
circ_chr10_35060874_35071339_CUL2,0.0,0.0,0.0,0.0,0.0,0.0,4.49249415167943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_35516523_35530243_CCNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_43154897_43158931_CSGALNACT2,0.0,0.0,0.0,0.0,0.0,0.0,8.25535910037433,0.0,0.0,8.01725383896894,0.0,0.0,8.66167122751446,8.74190512163004,0.0,7.43128865429159,0.0,0.0,0.0,0.0,8.42969964478184
circ_chr10_43154897_43176032_CSGALNACT2,0.0,8.10774017024573,0.0,0.0,0.0,8.24726296137799,0.0,0.0,0.0,7.76613132591008,8.69376571221778,0.0,0.0,0.0,8.01613970265525,0.0,0.0,0.0,0.0,0.0,7.73281187208294
circ_chr10_45639816_45663842_ZFAND4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_45939361_45962994_PARGP1,0.0,0.0,0.0,5.91767043436176,6.46695333712393,0.0,0.0,0.0,0.0,0.0,5.54349588342577,0.0,0.0,6.63023071585969,6.3037807481771,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr10_45975454_45988847_TIMM23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
