Unnamed: 0,C3L-03394,C3N-03428,C3L-02112,C3N-01719,C3N-03670,C3N-02998,C3N-03211,C3L-01052,C3N-00512,C3N-02295,C3N-01012,C3N-01502,C3L-01053,C3L-03632,C3L-00401,C3L-01054,C3N-00517,C3N-03440,C3L-04495,C3N-04284,C3N-00957,C3L-03395,C3N-00303,C3N-00513,C3N-01166,C3N-01382,C3N-01011,C3L-04473,C3N-01997,C3L-00640,C3L-00189,C3N-01998,C3L-01036,C3N-03069,C3L-00881,C3N-01715,C3N-03426,C3N-00198,C3N-01380,C3N-01388,C3L-03388,C3N-02589,C3L-03356,C3N-02944,C3N-00436,C3L-00928,C3L-01124,C3N-02592,C3N-01383,C3N-03439,C3N-03006,C3N-01165,C3N-03173,C3L-04475,C3L-04853,C3L-02115,C3L-02701,C3L-00102,C3N-01375,C3N-03884,C3N-01168,C3L-00622,C3N-01381,C3L-01703,C3L-02118,C3L-03628,C3N-03780,C3L-01637,C3N-04119,C3L-02899,C3N-02971,C3N-02573,C3L-00819,C3N-01714,C3L-02890,C3L-02116,C3L-01453,C3L-03635,C3N-00518,C3N-03840,C3L-02606,C3N-03061,C3L-04848,C3N-00514,C3L-02897,C3L-01687,C3N-02940,C3L-04080,C3N-03853,C3N-04283,C3L-02109,C3L-03630,C3L-01662,C3N-00709,C3N-03007,C3N-03665,C3L-01598,C3L-00599,C3L-01051,C3N-01716,C3N-03839,C3L-04479,C3L-00625,C3N-03754,C3L-01037,C3N-03666,C3N-04126,C3L-00017,C3L-01689,C3L-04027,C3N-02585,C3N-03039,C3N-03086,C3L-02463,C3N-00249,C3L-00589,C3N-00302,C3L-03743,C3N-00511,C3N-03190,C3N-00516,C3L-02610,C3N-02579,C3N-03000,C3L-00598,C3N-03430,C3L-02809,C3N-02768,C3L-03123,C3N-02010,C3L-01031,C3N-01167,C3L-01971,C3L-02604,C3L-00277,C3L-01328,C3L-03639,C3N-04282,C3L-04072,C3L-02613
circ_chr12_20556660_20637237_PDE3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47524704728784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_20875235_20901467_SLCO1B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.20598869018601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78985964091365,0.0,0.0
circ_chr12_21043334_21076569_SLCO1B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20945336562895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66647256884207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_22643763_22673660_ETNK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38629363515099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_24832723_24836596_BCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77135740899056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_26055236_26067713_RASSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_26055279_26067713_RASSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.625160880138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58349651900033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_26064498_26067713_RASSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28216176658182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_26595465_26602706_ITPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.90737141382356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_26979784_26990627_TM7SF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_26996742_26999676_TM7SF3,0.0,0.0,4.60110220337641,0.0,0.0,3.25550073314839,0.0,4.46532151358055,0.0,0.0,0.0,0.0,4.53106949272595,0.0,3.71918344048179,5.09803208296053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08278773170927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61941301059794,0.0,0.0,0.0,5.02059109477325,0.0,0.0,3.98732086592925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93026424523502,0.0,0.0,4.70929063572336,0.0,5.36772051340145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30451104180995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71369581484336,3.96069703930431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35508676166836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_27368262_27380404_ARNTL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.70777324346704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36027647597497,0.0,0.0,0.0
circ_chr12_27654722_27656730_PPFIBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13010717865883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_27714780_27724186_MRPS35,0.0,5.75167794568758,5.57773093149008,4.95373084981149,5.94649694120329,5.85648777949568,0.0,5.38093719492782,5.92076967302065,5.73308313184512,6.07724299893246,5.28798935040895,6.12928301694497,5.33091687811462,0.0,5.96670731415032,5.85723458049979,5.26453643099903,5.46695333712393,0.0,0.0,5.4276061727819,6.65563804923464,5.5512083739461,6.07167687375186,5.71066869967463,6.27034205268023,5.08065766334523,5.96231765494231,5.86641348112345,5.97085365434048,6.42425028608405,0.0,5.70210340662939,6.86666075081999,5.8293421939028,0.0,0.0,6.35385255868613,6.15906400881055,6.54055429247515,6.3911146756971,5.32589006103978,0.0,5.76526952069059,5.79207446192887,5.65906827484323,5.64673869830785,5.11561593142811,5.37573453858316,5.82196526586905,5.27835652801072,6.72519581722666,6.20261362014849,5.55704241526372,5.38128337250378,5.82400405093315,0.0,5.52575569282949,0.0,5.33378150063115,5.96416756068177,0.0,6.23074100262691,6.09444722169991,5.31903981556254,0.0,6.36929198168004,4.23342794374847,5.94626298433245,5.74872956650074,5.29572302453997,6.74913197319041,5.98595575460751,6.18249367494537,6.18824265626441,6.26491169307446,6.18962691588486,7.19819945543749,6.15946772926677,6.1781170457064,0.0,5.33306587807636,6.85909989348759,5.68453824857773,6.00495075995105,5.75087443965685,0.0,5.78083500173823,6.33181268381921,5.75782333620773,5.24184018356467,5.4198759304222,4.86591881455221,6.10139795218253,0.0,6.01413208650321,5.46630082917934,6.40599235967584,5.55151601762801,5.84874811461196,5.90038381666693,6.28558716790947,0.0,6.06436554026363,0.0,6.56894414465471,6.89736145196142,5.90665012639538,5.12969515665378,5.71534429535891,5.76420813013995,5.21412480535285,6.46711641800817,6.30030679608006,6.16269343221124,5.56285295958393,6.5837597536395,5.21412480535285,6.36684673526264,5.53200519379057,6.22013644739608,5.36876834909034,6.54936113292434,7.20955084173053,0.0,5.9979697822671,6.01725383896894,5.43095427138573,5.54596836910529,6.96312728059279,6.58150189667979,6.01279212197263,0.0,7.3571120915057,6.55366768848306,5.03386345186628,6.50684309896982,0.0,6.08363887925071
circ_chr12_2820086_2821792_ITFG2,0.0,0.0,0.0,0.0,0.0,5.18189764310839,0.0,5.72846476509253,4.62527048937469,0.0,6.04395687279021,0.0,5.6839771069756,0.0,0.0,5.17112674665207,0.0,4.90014226035982,0.0,4.49569516262407,0.0,5.49345520092618,4.39025495632187,0.0,4.92837032301897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32192809488736,0.0,0.0,0.0,4.84549005094438,6.25757641795478,0.0,0.0,5.2475478068903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65420637794429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2149019101607,0.0,0.0,0.0,4.54225804976692,0.0,5.55182359572126,4.90929308582382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.60673831741759,0.0,0.0,4.77294133783134,4.98641093525205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55887985347544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18784690943958,4.67185946824748,0.0,0.0,0.0,0.0,0.0,0.0,4.47248777146274,0.0,3.84398384404833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82374936030827,0.0,4.39094277280254,0.0,0.0
circ_chr12_28225795_28259442_CCDC91,3.96347412397489,5.970163424661,4.49697358099828,4.7457751494858,0.0,5.02768487693716,0.0,5.02680005934372,4.94157586181824,4.82578562746479,5.09296850932414,4.69655030107857,0.0,3.62527048937469,4.61353165291793,4.96578428466209,3.26303440583379,4.16591193893569,4.4757334309664,4.87085786436376,4.68201139080069,4.48155728070859,5.04220656012069,3.97269265400426,0.0,3.91552090075196,5.21994291395413,3.98823022306046,4.75488750216347,0.0,3.61353165291793,4.31251996747495,0.0,4.15299460549244,4.70487196445635,4.15299460549244,0.0,3.88849973551412,5.48155728070859,3.95512678126137,3.97911075501579,4.7279204545632,4.04176864995163,5.10223819393074,4.66618848987278,4.48800077083407,3.69710657447697,3.6564963705535,0.0,4.13668357769724,4.15623479785027,3.74738739965272,0.0,4.8499992594661,4.45877569908024,4.68088692071969,4.08576455377831,4.39094277280254,4.18030701996943,0.0,4.72082566608984,4.09676785471469,0.0,4.55458885167764,4.70321146739115,4.88557436437143,0.0,4.0703893278914,3.76977173924945,3.78031009904338,4.03298241669943,2.36457243229586,3.39369076418745,0.0,5.18863829456139,5.601993581249,4.64327899631198,4.55090066464752,3.16671544496642,4.37712374912949,3.5033487351675,4.25701061820602,4.63284983011771,4.20398416585599,3.89044669267991,4.68144926531496,4.93451650158608,3.35049724708413,3.07382023329167,0.0,4.76659516172927,4.40871186102943,3.94392132655349,3.9429835981871,4.31686980506433,0.0,4.30012372456901,5.01613970265525,4.74685018309805,3.32768736417605,4.75167794568758,3.84699468696557,0.0,3.67807190511264,4.65706830120158,3.57288966842058,4.86393845042397,4.87332106291482,3.02856915219677,3.37712374912949,3.78972925137577,4.28909670241999,4.31614574229336,3.78868571061353,0.0,4.96301164759943,3.89917563048051,4.18428029441938,4.47443604325227,4.93545974780529,3.59454854955035,0.0,5.21023299009585,3.81659970653491,3.63459326844576,0.0,0.0,4.23419472295381,3.6724253419715,4.64385618977472,4.44625622988956,4.91169158187234,4.78555055173926,0.0,4.11186596386756,4.15623479785027,0.0,4.82017896241519,0.0,2.96716860753263
circ_chr12_28255581_28259442_CCDC91,0.0,4.81249822533356,0.0,0.0,0.0,4.33556900555675,0.0,0.0,0.0,0.0,3.64961545906341,0.0,0.0,0.0,1.76553474636298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05831649559082,0.0,2.92029330021101,0.0,0.0,2.48284828306847,0.0,0.0,0.0,0.0,3.43829285157915,4.0241423458978,0.0,0.0,2.96347412397489,0.0,0.0,0.0,0.0,0.0,3.09761079662642,0.0,0.0,0.0,0.0,0.0,3.89336221076387,0.0,0.0,0.0,0.0,4.19455988602261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81557542886257,0.0,0.0,0.0,0.0,3.21412480535285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08065766334523,0.0,0.0,0.0,3.33485426933163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99457972421575,0.0,0.0,2.16027483140859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_28255581_28307749_CCDC91,0.0,5.93097382556291,6.15724586737157,5.87528859822269,0.0,6.37642931106992,6.27090264916713,0.0,5.06910063192283,5.53977919169849,6.9205315062779,0.0,6.66419836929191,0.0,0.0,0.0,0.0,5.82832692641482,0.0,6.77584069853126,6.28392177230762,5.54812832358559,6.72014163258364,6.51238492946103,6.77122533639095,0.0,0.0,6.13606831219318,0.0,0.0,5.1407786557828,0.0,0.0,6.44956137461324,0.0,6.25247621413522,0.0,6.35402893805439,0.0,0.0,7.10956950937069,6.18169891109611,0.0,5.88093036107688,0.0,0.0,0.0,6.06673502873203,0.0,5.58796498888268,7.19081236791614,0.0,6.73619895877017,5.25625587320273,6.59768014371589,0.0,0.0,6.91695427895322,0.0,0.0,0.0,0.0,0.0,0.0,5.99706654539873,0.0,0.0,0.0,6.15116879418666,0.0,6.39420543035888,0.0,5.94556088599389,0.0,5.58916423669977,5.82883464946806,0.0,7.04220656012069,0.0,6.46858331700683,0.0,0.0,5.56132613645392,0.0,0.0,0.0,6.14404636961671,0.0,0.0,6.6448657230079196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12722055048807,0.0,0.0,0.0,6.39574832817903,0.0,0.0,0.0,0.0,6.78646567707339,4.18269229751619,5.99480597608493,0.0,4.48928602262588,0.0,5.71781348971805,0.0,6.00045077177086,0.0,6.33860269035263,0.0,5.34837407519116,0.0,6.07489072012634,0.0,0.0,0.0,6.01836711554312,0.0,6.11540785541406,0.0,6.63821867880936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circ_chr12_28255581_28391411_CCDC91,0.0,6.48381577726426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90110824301451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
